github.com/docker/go-connections/nat,https://github.com/docker/go-connections/blob/master/nat/LICENSE,Apache-2.0
github.com/gorilla/websocket,https://github.com/gorilla/websocket/blob/master/LICENSE,BSD-2-Clause
github.com/go-chi/chi,https://github.com/go-chi/chi/blob/master/LICENSE,MIT
github.com/apparentlymart/go-cidr/cidr,https://github.com/apparentlymart/go-cidr/blob/master/cidr/LICENSE,MIT
github.com/go-openapi/inflect,https://github.com/go-openapi/inflect/blob/master/LICENCE,MIT
github.com/graphql-go/graphql,https://github.com/graphql-go/graphql/blob/master/LICENSE,MIT
github.com/go-git/go-billy/v5,https://github.com/go-git/go-billy/blob/master/v5/LICENSE,Apache-2.0
github.com/jackc/pgpassfile,https://github.com/jackc/pgpassfile/blob/master/LICENSE,MIT
github.com/jackc/pgservicefile,https://github.com/jackc/pgservicefile/blob/master/LICENSE,MIT
github.com/mattn/go-sqlite3,https://github.com/mattn/go-sqlite3/blob/master/LICENSE,MIT
github.com/sirupsen/logrus,https://github.com/sirupsen/logrus/blob/master/LICENSE,MIT
github.com/ory/dockertest/v3,https://github.com/ory/dockertest/blob/master/v3/LICENSE,Apache-2.0
github.com/docker/go-units,https://github.com/docker/go-units/blob/master/LICENSE,Apache-2.0
github.com/opencontainers/runc/libcontainer/user,https://github.com/opencontainers/runc/blob/master/libcontainer/user/LICENSE,Apache-2.0
github.com/stretchr/testify,https://github.com/stretchr/testify/blob/master/LICENSE,MIT
github.com/jbenet/go-context/io,https://github.com/jbenet/go-context/blob/master/io/LICENSE,MIT
github.com/emirpasic/gods,https://github.com/emirpasic/gods/blob/master/LICENSE,BSD-2-Clause
github.com/mitchellh/mapstructure,https://github.com/mitchellh/mapstructure/blob/master/LICENSE,MIT
github.com/pmezard/go-difflib/difflib,https://github.com/pmezard/go-difflib/blob/master/difflib/LICENSE,BSD-3-Clause
github.com/pkg/errors,https://github.com/pkg/errors/blob/master/LICENSE,BSD-2-Clause
github.com/hashicorp/hcl/v2,https://github.com/hashicorp/hcl/blob/master/v2/LICENSE,MPL-2.0
github.com/zclconf/go-cty/cty,https://github.com/zclconf/go-cty/blob/master/cty/LICENSE,MIT
github.com/vmihailenco/msgpack/v5,https://github.com/vmihailenco/msgpack/blob/master/v5/LICENSE,BSD-2-Clause
golang.org/x/net,Unknown,BSD-3-Clause
github.com/hashicorp/terraform,https://github.com/hashicorp/terraform/blob/master/LICENSE,MPL-2.0
golang.org/x/sync/semaphore,Unknown,BSD-3-Clause
golang.org/x/mod,Unknown,BSD-3-Clause
golang.org/x/crypto,Unknown,BSD-3-Clause
github.com/google/shlex,https://github.com/google/shlex/blob/master/COPYING,Apache-2.0
gopkg.in/yaml.v3,Unknown,MIT
github.com/clbanning/mxj,https://github.com/clbanning/mxj/blob/master/LICENSE,MIT
github.com/zclconf/go-cty-yaml,https://github.com/zclconf/go-cty-yaml/blob/master/LICENSE,Apache-2.0
github.com/hashicorp/go-multierror,https://github.com/hashicorp/go-multierror/blob/master/LICENSE,MPL-2.0
golang.org/x/text,Unknown,BSD-3-Clause
github.com/ProtonMail/go-crypto,https://github.com/ProtonMail/go-crypto/blob/master/LICENSE,BSD-3-Clause
github.com/docker/cli,https://github.com/docker/cli/blob/master/LICENSE,Apache-2.0
golang.org/x/tools,Unknown,BSD-3-Clause
github.com/mitchellh/go-wordwrap,https://github.com/mitchellh/go-wordwrap/blob/master/LICENSE.md,MIT
github.com/xanzy/ssh-agent,https://github.com/xanzy/ssh-agent/blob/master/LICENSE,Apache-2.0
github.com/jackc/pgproto3/v2,https://github.com/jackc/pgproto3/blob/master/v2/LICENSE,MIT
github.com/jackc/pgtype,https://github.com/jackc/pgtype/blob/master/LICENSE,MIT
github.com/containerd/continuity/pathdriver,https://github.com/containerd/continuity/blob/master/pathdriver/LICENSE,Apache-2.0
github.com/99designs/gqlgen,https://github.com/99designs/gqlgen/blob/master/LICENSE,MIT
github.com/hashicorp/errwrap,https://github.com/hashicorp/errwrap/blob/master/LICENSE,MPL-2.0
github.com/agext/levenshtein,https://github.com/agext/levenshtein/blob/master/LICENSE,Apache-2.0
github.com/go-git/go-git/v5,https://github.com/go-git/go-git/blob/master/v5/LICENSE,Apache-2.0
gopkg.in/warningE0810 14:03:10.997516   54530 csv.go:84] Error discovering URL for "/Users/nathanielham/go/pkg/mod/golang.org/x/sys@v0.0.0-20210630005230-0f9fa26af87c/LICENSE":
- unsupported package host "golang.org" for "golang.org/x/sys"
E0810 14:03:11.003137   54530 csv.go:84] Error discovering URL for "/Users/nathanielham/go/pkg/mod/gopkg.in/yaml.v2@v2.4.0/LICENSE":
- cannot determine URL for "gopkg.in/yaml.v2" package
E0810 14:03:11.110005   54530 csv.go:84] Error discovering URL for "/Users/nathanielham/go/pkg/mod/golang.org/x/xerrors@v0.0.0-20200804184101-5ec99f83aff1/LICENSE":
- unsupported package host "golang.org" for "golang.org/x/xerrors"
s.v0,Unknown,BSD-2-Clause
github.com/sergi/go-diff/diffmatchpatch,https://github.com/sergi/go-diff/blob/master/diffmatchpatch/LICENSE,MIT
github.com/valocode/entgo-poc/ent/predicate,Unknown,Unknown
github.com/valocode/entgo-poc/ent/artifact,Unknown,Unknown
github.com/valocode/entgo-poc/ent/codeissue,Unknown,Unknown
github.com/valocode/entgo-poc/ent/codescan,Unknown,Unknown
github.com/valocode/entgo-poc/ent/component,Unknown,Unknown
github.com/valocode/entgo-poc/ent/cve,Unknown,Unknown
github.com/valocode/entgo-poc/ent/cverule,Unknown,Unknown
github.com/valocode/entgo-poc/ent/cvescan,Unknown,Unknown
github.com/valocode/entgo-poc/ent/cwe,Unknown,Unknown
github.com/valocode/entgo-poc/ent/gitcommit,Unknown,Unknown
github.com/valocode/entgo-poc/ent/license,Unknown,Unknown
github.com/valocode/entgo-poc/ent/licensescan,Unknown,Unknown
github.com/valocode/entgo-poc/ent/licenseusage,Unknown,Unknown
github.com/valocode/entgo-poc/ent/migrate,Unknown,Unknown
github.com/valocode/entgo-poc/ent/project,Unknown,Unknown
github.com/valocode/entgo-poc/ent/release,Unknown,Unknown
github.com/valocode/entgo-poc/ent/releasecheck,Unknown,Unknown
github.com/valocode/entgo-poc/ent/releaseentry,Unknown,Unknown
github.com/valocode/entgo-poc/ent/repo,Unknown,Unknown
github.com/valocode/entgo-poc/ent/testcase,Unknown,Unknown
github.com/valocode/entgo-poc/ent/testrun,Unknown,Unknown
github.com/valocode/entgo-poc/ent/vulnerability,Unknown,Unknown
github.com/valocode/entgo-poc/ent,Unknown,Unknown
github.com/go-bindata/go-bindata,Unknown,Unknown
github.com/valocode/entgo-poc/bubbly,Unknown,Unknown
github.com/valocode/entgo-poc/ent/hook,Unknown,Unknown
github.com/valocode/entgo-poc/ent/schema,Unknown,Unknown
github.com/valocode/entgo-poc/ent/runtime,Unknown,Unknown
github.com/valocode/entgo-poc/gql,Unknown,Unknown
github.com/valocode/entgo-poc/store,Unknown,Unknown
github.com/valocode/entgo-poc/integrations,Unknown,Unknown
github.com/valocode/entgo-poc/test,Unknown,Unknown
github.com/xeipuuv/gojsonschema,Unknown,Unknown
github.com/xeipuuv/gojsonreference,Unknown,Unknown
github.com/xeipuuv/gojsonpointer,Unknown,Unknown
github.com/valocode/entgo-poc/cmd/demo,Unknown,Unknown
github.com/valocode/entgo-poc/ent/enttest,Unknown,Unknown
github.com/valocode/entgo-poc/ent/extensions,Unknown,Unknown
github.com/valocode/entgo-poc/lang,Unknown,Unknown
github.com/google/uuid,https://github.com/google/uuid/blob/master/LICENSE,BSD-3-Clause
github.com/mitchellh/go-homedir,https://github.com/mitchellh/go-homedir/blob/master/LICENSE,MIT
github.com/kevinburke/ssh_config,https://github.com/kevinburke/ssh_config/blob/master/LICENSE,MIT
github.com/docker/docker/api/types,https://github.com/docker/docker/blob/master/api/types/LICENSE,Apache-2.0
github.com/gogo/protobuf/proto,https://github.com/gogo/protobuf/blob/master/proto/LICENSE,BSD-3-Clause
github.com/Nvveen/Gotty,https://github.com/Nvveen/Gotty/blob/master/LICENSE,BSD-2-Clause
github.com/rs/cors,https://github.com/rs/cors/blob/master/LICENSE,MIT
github.com/vmihailenco/tagparser/v2,https://github.com/vmihailenco/tagparser/blob/master/v2/LICENSE,BSD-2-Clause
github.com/go-git/gcfg,https://github.com/go-git/gcfg/blob/master/LICENSE,BSD-3-Clause
github.com/imdario/mergo,https://github.com/imdario/mergo/blob/master/LICENSE,BSD-3-Clause
github.com/jackc/pgx/v4,https://github.com/jackc/pgx/blob/master/v4/LICENSE,MIT
github.com/davecgh/go-spew/spew,https://github.com/davecgh/go-spew/blob/master/spew/LICENSE,ISC
github.com/hashicorp/go-uuid,https://github.com/hashicorp/go-uuid/blob/master/LICENSE,MPL-2.0
golang.org/x/sys,Unknown,BSD-3-Clause
gopkg.in/yaml.v2,Unknown,Apache-2.0
github.com/jackc/pgconn,https://github.com/jackc/pgconn/blob/master/LICENSE,MIT
github.com/cenkalti/backoff/v4,https://github.com/cenkalti/backoff/blob/master/v4/LICENSE,MIT
github.com/opencontainers/go-digest,https://github.com/opencontainers/go-digest/blob/master/LICENSE,Apache-2.0
github.com/hashicorp/golang-lru,https://github.com/hashicorp/golang-lru/blob/master/LICENSE,MPL-2.0
golang.org/x/xerrors,Unknown,BSD-3-Clause
github.com/vektah/gqlparser/v2,httpsE0810 14:03:11.187665   54530 csv.go:84] Error discovering URL for "/Users/nathanielham/go/pkg/mod/entgo.io/ent@v0.8.1-0.20210630104730-a19a89a141cf/LICENSE":
- cannot determine URL for "entgo.io/ent" package
://github.com/vektah/gqlparser/blob/master/v2/LICENSE,MIT
github.com/agnivade/levenshtein,https://github.com/agnivade/levenshtein/blob/master/License.txt,MIT
github.com/apparentlymart/go-textseg/v13/textseg,https://github.com/apparentlymart/go-textseg/blob/master/v13/textseg/LICENSE,MIT
github.com/jackc/pgio,https://github.com/jackc/pgio/blob/master/LICENSE,MIT
github.com/opencontainers/image-spec/specs-go,https://github.com/opencontainers/image-spec/blob/master/specs-go/LICENSE,Apache-2.0
github.com/bmatcuk/doublestar,https://github.com/bmatcuk/doublestar/blob/master/LICENSE,MIT
entgo.io/ent,Unknown,Apache-2.0
github.com/google/go-cmp/cmp,https://github.com/google/go-cmp/blob/master/cmp/LICENSE,BSD-3-Clause
github.com/jackc/chunkreader/v2,https://github.com/jackc/chunkreader/blob/master/v2/LICENSE,MIT
github.com/ory/dockertest/v3/docker,https://github.com/ory/dockertest/blob/master/v3/docker/LICENSE,BSD-2-Clause
github.com/moby/term,https://github.com/moby/term/blob/master/LICENSE,Apache-2.0
